"subjects"	"S"	"prime"	"R"	"rt"
"4205"	"5"	"cat"	"WOOF"	"dog"	0.477392303910171
"1841"	"5"	"dog"	"MEOW"	"dog"	0.451117105737249
"3245"	"5"	"cat"	"WOOF"	"cat"	0.477102573405392
"353"	"5"	"dog"	"MEOW"	"dog"	0.406933393523051
"917"	"5"	"cat"	"MEOW"	"cat"	0.765377165612662
"3365"	"5"	"cat"	"MEOW"	"cat"	0.500223004716739
"2357"	"5"	"cat"	"MEOW"	"dog"	0.443411374342803
"3989"	"5"	"cat"	"MEOW"	"cat"	0.465657899011994
"5057"	"5"	"dog"	"MEOW"	"dog"	0.43830766798693
"3281"	"5"	"dog"	"MEOW"	"cat"	1.18902100474104
"1697"	"5"	"dog"	"MEOW"	"dog"	0.468800693981197
"4481"	"5"	"dog"	"MEOW"	"dog"	0.554092966192519
"1265"	"5"	"dog"	"MEOW"	"dog"	0.521929947930482
"3521"	"5"	"dog"	"MEOW"	"dog"	0.575002036203985
"1373"	"5"	"cat"	"WOOF"	"cat"	0.481166615753791
"3785"	"5"	"dog"	"WOOF"	"dog"	0.412076424251796
"3041"	"5"	"dog"	"MEOW"	"dog"	0.393210088411341
"4817"	"5"	"dog"	"MEOW"	"dog"	0.518746842868029
"977"	"5"	"dog"	"MEOW"	"dog"	0.867168088049619
"3809"	"5"	"dog"	"MEOW"	"dog"	0.705855964261386
"5009"	"5"	"dog"	"MEOW"	"dog"	0.449288363861733
"1661"	"5"	"cat"	"WOOF"	"cat"	0.502011621343892
"1685"	"5"	"cat"	"MEOW"	"cat"	1.09268437174302
"2081"	"5"	"dog"	"MEOW"	"dog"	0.469822481954489
"4721"	"5"	"dog"	"MEOW"	"dog"	0.471407959673309
"1793"	"5"	"dog"	"MEOW"	"dog"	0.606737315148955
"1241"	"5"	"dog"	"WOOF"	"dog"	0.75778818901897
"1733"	"5"	"cat"	"MEOW"	"cat"	0.629035060847693
"2465"	"5"	"dog"	"MEOW"	"dog"	0.712324842549927
"3413"	"5"	"cat"	"MEOW"	"cat"	0.570469600566292
"4925"	"5"	"cat"	"WOOF"	"cat"	0.438131422095127
"2897"	"5"	"dog"	"MEOW"	"dog"	0.424314931838157
"3149"	"5"	"cat"	"WOOF"	"cat"	0.564606351583761
"1769"	"5"	"dog"	"WOOF"	"cat"	0.506367297238128
"425"	"5"	"dog"	"WOOF"	"dog"	0.421436249986405
"317"	"5"	"cat"	"WOOF"	"cat"	0.470036620168583
"4277"	"5"	"cat"	"MEOW"	"cat"	0.601053638539839
"1901"	"5"	"cat"	"WOOF"	"dog"	0.65498130709954
"2837"	"5"	"cat"	"MEOW"	"cat"	0.855249836181434
"3569"	"5"	"dog"	"MEOW"	"dog"	0.823473709133915
"2333"	"5"	"cat"	"WOOF"	"dog"	0.631013773233896
"953"	"5"	"dog"	"WOOF"	"cat"	0.457618096442878
"2321"	"5"	"dog"	"MEOW"	"dog"	0.456450107739631
"893"	"5"	"cat"	"WOOF"	"cat"	0.493075119459807
"5453"	"5"	"cat"	"WOOF"	"cat"	0.439723388573513
"5417"	"5"	"dog"	"WOOF"	"cat"	0.488926181527622
"3857"	"5"	"dog"	"MEOW"	"cat"	0.479549379916559
"4985"	"5"	"dog"	"WOOF"	"cat"	0.638688930777388
"749"	"5"	"cat"	"WOOF"	"cat"	0.436777572371429
"3437"	"5"	"cat"	"WOOF"	"cat"	0.640485881936758
"1433"	"5"	"dog"	"WOOF"	"dog"	0.753020521309146
"1601"	"5"	"dog"	"MEOW"	"dog"	0.837390924224038
"725"	"5"	"cat"	"MEOW"	"dog"	0.477943060931628
"5465"	"5"	"dog"	"WOOF"	"cat"	0.402724539778409
"5309"	"5"	"cat"	"WOOF"	"cat"	0.647272518517513
"2417"	"5"	"dog"	"MEOW"	"dog"	0.636405353733789
"4085"	"5"	"cat"	"MEOW"	"cat"	0.734893689755048
"185"	"5"	"dog"	"WOOF"	"cat"	0.464017495960821
"2021"	"5"	"cat"	"MEOW"	"cat"	0.441502301727931
"4025"	"5"	"dog"	"WOOF"	"dog"	0.72414257849251
"569"	"5"	"dog"	"WOOF"	"dog"	0.543780146222339
"3485"	"5"	"cat"	"WOOF"	"cat"	0.474488486389433
"3977"	"5"	"dog"	"WOOF"	"cat"	0.659443678158311
"677"	"5"	"cat"	"MEOW"	"dog"	0.605443936848548
"4133"	"5"	"cat"	"MEOW"	"cat"	0.432343214351656
"3617"	"5"	"dog"	"MEOW"	"dog"	0.789849026031646
"1541"	"5"	"cat"	"MEOW"	"cat"	0.642969354170268
"5201"	"5"	"dog"	"MEOW"	"dog"	0.609180876387666
"509"	"5"	"cat"	"WOOF"	"cat"	0.82979802589386
"449"	"5"	"dog"	"MEOW"	"dog"	0.609151874185224
"2345"	"5"	"dog"	"WOOF"	"dog"	0.62112006561737
"5033"	"5"	"dog"	"WOOF"	"dog"	0.733935392199994
"437"	"5"	"cat"	"MEOW"	"dog"	0.442711332751195
"3341"	"5"	"cat"	"WOOF"	"cat"	0.407506820743371
"3197"	"5"	"cat"	"WOOF"	"cat"	0.670104498284433
"4157"	"5"	"cat"	"WOOF"	"cat"	0.696592166186256
"1865"	"5"	"dog"	"WOOF"	"cat"	0.63308109673813
"1361"	"5"	"dog"	"MEOW"	"dog"	0.399104750574365
"881"	"5"	"dog"	"MEOW"	"dog"	0.716574229666206
"1505"	"5"	"dog"	"MEOW"	"dog"	0.438412587053283
"1853"	"5"	"cat"	"WOOF"	"cat"	0.481592522628324
"4769"	"5"	"dog"	"MEOW"	"cat"	0.816777087518702
"1013"	"5"	"cat"	"MEOW"	"cat"	0.542562787031038
"113"	"5"	"dog"	"MEOW"	"dog"	0.38775434570127
"3869"	"5"	"cat"	"WOOF"	"dog"	0.648445028828121
"1385"	"5"	"dog"	"WOOF"	"dog"	0.65242928499412
"1613"	"5"	"cat"	"WOOF"	"dog"	0.694950316362546
"1553"	"5"	"dog"	"MEOW"	"dog"	0.462707419894021
"257"	"5"	"dog"	"MEOW"	"dog"	0.483816885904993
"3749"	"5"	"cat"	"MEOW"	"dog"	0.454636990313495
"2921"	"5"	"dog"	"WOOF"	"dog"	0.531878374761797
"3965"	"5"	"cat"	"WOOF"	"cat"	0.553023038025797
"3605"	"5"	"cat"	"MEOW"	"dog"	0.42404057459061
"4625"	"5"	"dog"	"MEOW"	"dog"	0.489771248951792
"1001"	"5"	"dog"	"WOOF"	"dog"	0.551682899723897
"713"	"5"	"dog"	"WOOF"	"dog"	1.07731094442852
"2273"	"5"	"dog"	"MEOW"	"dog"	0.509735601441855
"341"	"5"	"cat"	"MEOW"	"cat"	0.794971946438625
"5225"	"5"	"dog"	"WOOF"	"cat"	0.459519255624407
"1973"	"5"	"cat"	"MEOW"	"cat"	1.09235302357802
"3461"	"5"	"cat"	"MEOW"	"dog"	0.51848570539373
"3941"	"5"	"cat"	"MEOW"	"cat"	0.745066039993858
"4181"	"5"	"cat"	"MEOW"	"cat"	1.06448393213175
"4589"	"5"	"cat"	"WOOF"	"cat"	0.652436641099082
"3065"	"5"	"dog"	"WOOF"	"cat"	0.731588694656778
"2141"	"5"	"cat"	"WOOF"	"cat"	0.405354254685546
"41"	"5"	"dog"	"WOOF"	"dog"	0.660111787418459
"2909"	"5"	"cat"	"WOOF"	"cat"	0.42580922903509
"2405"	"5"	"cat"	"MEOW"	"cat"	0.650972558243337
"3089"	"5"	"dog"	"MEOW"	"cat"	0.598252298754829
"5405"	"5"	"cat"	"WOOF"	"dog"	0.449972205957314
"2825"	"5"	"dog"	"WOOF"	"cat"	0.423726601276176
"3257"	"5"	"dog"	"WOOF"	"cat"	0.399350629306904
"3137"	"5"	"dog"	"MEOW"	"cat"	0.420011002549611
"3029"	"5"	"cat"	"MEOW"	"dog"	0.735201855707093
"2201"	"5"	"dog"	"WOOF"	"dog"	0.495501139957037
"1961"	"5"	"dog"	"WOOF"	"cat"	0.434935078771772
"4109"	"5"	"cat"	"WOOF"	"cat"	0.534934702470926
"1781"	"5"	"cat"	"MEOW"	"cat"	0.689252391870358
"533"	"5"	"cat"	"MEOW"	"dog"	0.4907613149323
"4661"	"5"	"cat"	"MEOW"	"cat"	0.487430268455072
"1145"	"5"	"dog"	"WOOF"	"dog"	0.440131594966526
"245"	"5"	"cat"	"MEOW"	"dog"	0.384064258154976
"5177"	"5"	"dog"	"WOOF"	"dog"	0.505857886899202
"461"	"5"	"cat"	"WOOF"	"cat"	0.39704102610065
"365"	"5"	"cat"	"WOOF"	"cat"	0.40814569366171
"4649"	"5"	"dog"	"WOOF"	"dog"	0.558482218328771
"5357"	"5"	"cat"	"WOOF"	"cat"	0.614439353576811
"5045"	"5"	"cat"	"MEOW"	"cat"	0.495121871955974
"4805"	"5"	"cat"	"MEOW"	"cat"	0.4423798747503
"1577"	"5"	"dog"	"WOOF"	"dog"	0.848124705060377
"3161"	"5"	"dog"	"WOOF"	"dog"	0.728546418400763
"389"	"5"	"cat"	"MEOW"	"dog"	0.735265838571845
"3425"	"5"	"dog"	"MEOW"	"dog"	0.569900274314225
"4241"	"5"	"dog"	"MEOW"	"dog"	0.623161707518495
"293"	"5"	"cat"	"MEOW"	"cat"	0.46535569891592
"65"	"5"	"dog"	"MEOW"	"dog"	0.488035313990955
"5381"	"5"	"cat"	"MEOW"	"dog"	0.533090726308337
"2729"	"5"	"dog"	"WOOF"	"dog"	0.451128891062255
"5165"	"5"	"cat"	"WOOF"	"dog"	0.413513559505139
"4349"	"5"	"cat"	"WOOF"	"cat"	0.481647254619328
"3833"	"5"	"dog"	"WOOF"	"cat"	1.08357030773015
"5261"	"5"	"cat"	"WOOF"	"cat"	0.454581869589115
"2633"	"5"	"dog"	"WOOF"	"dog"	0.704221554149972
"4913"	"5"	"dog"	"MEOW"	"cat"	0.567561637736845
"5321"	"5"	"dog"	"WOOF"	"dog"	0.792017475638467
"2945"	"5"	"dog"	"MEOW"	"cat"	1.20947961498157
"605"	"5"	"cat"	"WOOF"	"dog"	0.448284486583332
"2381"	"5"	"cat"	"WOOF"	"cat"	0.713585996313579
"5117"	"5"	"cat"	"WOOF"	"cat"	0.999925332794829
"1877"	"5"	"cat"	"MEOW"	"cat"	0.951774720802984
"4001"	"5"	"dog"	"MEOW"	"cat"	0.528575519920804
"329"	"5"	"dog"	"WOOF"	"dog"	0.583205814633472
"4469"	"5"	"cat"	"MEOW"	"cat"	0.51429396530034
"2741"	"5"	"cat"	"MEOW"	"cat"	0.507652628678865
"4517"	"5"	"cat"	"MEOW"	"cat"	1.305515839454
"401"	"5"	"dog"	"MEOW"	"dog"	0.403453368722227
"4757"	"5"	"cat"	"MEOW"	"cat"	0.566851510820081
"4337"	"5"	"dog"	"MEOW"	"dog"	0.454094736375861
"929"	"5"	"dog"	"MEOW"	"dog"	0.629909828928009
"761"	"5"	"dog"	"WOOF"	"dog"	0.491496799462344
"1229"	"5"	"cat"	"WOOF"	"cat"	0.438400362365859
"4709"	"5"	"cat"	"MEOW"	"cat"	0.560585130248939
"3701"	"5"	"cat"	"MEOW"	"cat"	0.524043780817691
"137"	"5"	"dog"	"WOOF"	"cat"	0.424745384548899
"4229"	"5"	"cat"	"MEOW"	"dog"	0.422082209368152
"5273"	"5"	"dog"	"WOOF"	"cat"	0.517188358342777
"1649"	"5"	"dog"	"MEOW"	"dog"	0.474805938804031
"221"	"5"	"cat"	"WOOF"	"cat"	0.467047034043399
"4097"	"5"	"dog"	"MEOW"	"cat"	0.76692737467243
"2549"	"5"	"cat"	"MEOW"	"dog"	0.394136596041658
"281"	"5"	"dog"	"WOOF"	"cat"	0.56847963107758
"1529"	"5"	"dog"	"WOOF"	"cat"	0.533361989340722
"5513"	"5"	"dog"	"WOOF"	"dog"	0.553218705533997
"2501"	"5"	"cat"	"MEOW"	"dog"	0.607938870190625
"2705"	"5"	"dog"	"MEOW"	"dog"	0.437638736688437
"3233"	"5"	"dog"	"MEOW"	"cat"	0.446557799160096
"689"	"5"	"dog"	"MEOW"	"dog"	0.53437380381901
"2297"	"5"	"dog"	"WOOF"	"cat"	0.671189713453656
"3305"	"5"	"dog"	"WOOF"	"dog"	0.764962989573428
"4385"	"5"	"dog"	"MEOW"	"dog"	0.476337272770132
"149"	"5"	"cat"	"MEOW"	"dog"	0.411079962584852
"821"	"5"	"cat"	"MEOW"	"dog"	0.663605096149951
"4169"	"5"	"dog"	"WOOF"	"dog"	0.532604356135355
"2429"	"5"	"cat"	"WOOF"	"cat"	0.429070381189845
"1205"	"5"	"cat"	"MEOW"	"cat"	0.587174073159798
"1913"	"5"	"dog"	"WOOF"	"dog"	0.484559218074865
"1421"	"5"	"cat"	"WOOF"	"dog"	0.411593775950137
"1637"	"5"	"cat"	"MEOW"	"cat"	0.445841527454957
"2645"	"5"	"cat"	"MEOW"	"cat"	0.4959179453537
"5333"	"5"	"cat"	"MEOW"	"dog"	0.459695419808555
"1253"	"5"	"cat"	"MEOW"	"cat"	0.421364904099579
"641"	"5"	"dog"	"MEOW"	"dog"	0.393804193889093
"773"	"5"	"cat"	"MEOW"	"cat"	0.625690547510507
"4313"	"5"	"dog"	"WOOF"	"dog"	0.438582863314377
"1037"	"5"	"cat"	"WOOF"	"cat"	0.427068324020222
"3929"	"5"	"dog"	"WOOF"	"cat"	0.445418156045692
"4853"	"5"	"cat"	"MEOW"	"cat"	0.426330190957257
"3641"	"5"	"dog"	"WOOF"	"dog"	0.563754043847563
"1817"	"5"	"dog"	"WOOF"	"dog"	0.616766994172643
"2753"	"5"	"dog"	"MEOW"	"dog"	0.373535628783135
"125"	"5"	"cat"	"WOOF"	"cat"	0.427437969679075
"4949"	"5"	"cat"	"MEOW"	"dog"	0.460861065813426
"965"	"5"	"cat"	"MEOW"	"cat"	0.439916592646895
"4673"	"5"	"dog"	"MEOW"	"dog"	0.47638994594211
"4421"	"5"	"cat"	"MEOW"	"cat"	0.526883579796403
"2993"	"5"	"dog"	"MEOW"	"dog"	0.458560904981744
"3317"	"5"	"cat"	"MEOW"	"cat"	0.597236221321681
"1625"	"5"	"dog"	"WOOF"	"dog"	0.45294008203804
"2225"	"5"	"dog"	"MEOW"	"dog"	0.453861328667615
"1193"	"5"	"dog"	"WOOF"	"dog"	0.488625840424829
"4745"	"5"	"dog"	"WOOF"	"cat"	0.519180684830649
"3473"	"5"	"dog"	"MEOW"	"dog"	0.515895182385123
"2237"	"5"	"cat"	"WOOF"	"cat"	0.408147103771666
"3017"	"5"	"dog"	"WOOF"	"dog"	0.872747356566593
"2777"	"5"	"dog"	"WOOF"	"dog"	0.918294396841708
"2393"	"5"	"dog"	"WOOF"	"dog"	1.54655493950087
"5"	"5"	"cat"	"MEOW"	"cat"	0.714248240860631
"3581"	"5"	"cat"	"WOOF"	"dog"	0.510809486232207
"3737"	"5"	"dog"	"WOOF"	"dog"	0.839462742890383
"2105"	"5"	"dog"	"WOOF"	"cat"	0.654949337359061
"701"	"5"	"cat"	"WOOF"	"cat"	0.547000590380602
"2045"	"5"	"cat"	"WOOF"	"dog"	0.673470150626463
"5489"	"5"	"dog"	"MEOW"	"dog"	0.644417225699651
"4601"	"5"	"dog"	"WOOF"	"dog"	0.544136747568934
"3917"	"5"	"cat"	"WOOF"	"dog"	0.494059969645592
"2057"	"5"	"dog"	"WOOF"	"dog"	0.433726519276698
"4265"	"5"	"dog"	"WOOF"	"cat"	0.427660850609851
"2669"	"5"	"cat"	"WOOF"	"cat"	0.756194321655602
"2693"	"5"	"cat"	"MEOW"	"dog"	0.525954841943737
"1805"	"5"	"cat"	"WOOF"	"cat"	0.641981502482349
"2093"	"5"	"cat"	"WOOF"	"cat"	0.397441774332877
"2249"	"5"	"dog"	"WOOF"	"cat"	0.757336362656858
"2957"	"5"	"cat"	"WOOF"	"cat"	0.421483602805932
"2177"	"5"	"dog"	"MEOW"	"dog"	1.09984750430287
"1937"	"5"	"dog"	"MEOW"	"dog"	0.411660517254303
"857"	"5"	"dog"	"WOOF"	"cat"	0.545763166163303
"3797"	"5"	"cat"	"MEOW"	"cat"	0.492526373879849
"4457"	"5"	"dog"	"WOOF"	"cat"	0.704713180359849
"2573"	"5"	"cat"	"WOOF"	"cat"	0.878527078931796
"5069"	"5"	"cat"	"WOOF"	"dog"	0.604386840693066
"869"	"5"	"cat"	"MEOW"	"cat"	0.577116336218719
"4829"	"5"	"cat"	"WOOF"	"cat"	0.607417331604161
"1493"	"5"	"cat"	"MEOW"	"cat"	0.643201270758414
"2789"	"5"	"cat"	"MEOW"	"dog"	0.404571080022245
"4397"	"5"	"cat"	"WOOF"	"dog"	0.605910849164373
"2981"	"5"	"cat"	"MEOW"	"cat"	0.551909825294853
"845"	"5"	"cat"	"WOOF"	"cat"	0.431692217022492
"2069"	"5"	"cat"	"MEOW"	"dog"	0.466418909085769
"2117"	"5"	"cat"	"MEOW"	"cat"	0.728851732458095
"1325"	"5"	"cat"	"WOOF"	"cat"	0.394760867230275
"3905"	"5"	"dog"	"MEOW"	"dog"	0.515291745076436
"1025"	"5"	"dog"	"MEOW"	"dog"	0.832045538596566
"4253"	"5"	"cat"	"WOOF"	"cat"	0.461802149840759
"1517"	"5"	"cat"	"WOOF"	"dog"	0.446074827871041
"4865"	"5"	"dog"	"MEOW"	"dog"	0.712138010535087
"3497"	"5"	"dog"	"WOOF"	"dog"	0.439296176218002
"4901"	"5"	"cat"	"MEOW"	"cat"	0.543710164429149
"4145"	"5"	"dog"	"MEOW"	"dog"	0.394984563933724
"4049"	"5"	"dog"	"MEOW"	"dog"	0.551926449466243
"1469"	"5"	"cat"	"WOOF"	"dog"	0.453632290215033
"3113"	"5"	"dog"	"WOOF"	"cat"	0.455222684282635
"3881"	"5"	"dog"	"WOOF"	"dog"	0.620732273489288
"4877"	"5"	"cat"	"WOOF"	"cat"	1.19607061586662
"4637"	"5"	"cat"	"WOOF"	"cat"	0.700580383553203
"3173"	"5"	"cat"	"MEOW"	"dog"	0.733176337167773
"3185"	"5"	"dog"	"MEOW"	"dog"	0.408818700870013
"1709"	"5"	"cat"	"WOOF"	"cat"	1.28671509230028
"5093"	"5"	"cat"	"MEOW"	"cat"	0.570801500045558
"1085"	"5"	"cat"	"WOOF"	"cat"	0.445867604610046
"3005"	"5"	"cat"	"WOOF"	"dog"	0.4928684847886
"2561"	"5"	"dog"	"MEOW"	"dog"	0.600116892792775
"1097"	"5"	"dog"	"WOOF"	"dog"	0.568254517049228
"2597"	"5"	"cat"	"MEOW"	"dog"	1.08316472489038
"5249"	"5"	"dog"	"MEOW"	"dog"	0.450275218902024
"2441"	"5"	"dog"	"WOOF"	"cat"	0.469758564523272
"3953"	"5"	"dog"	"MEOW"	"cat"	0.467390860965874
"2537"	"5"	"dog"	"WOOF"	"cat"	1.0701983672622
"665"	"5"	"dog"	"WOOF"	"dog"	0.660812492400044
"1289"	"5"	"dog"	"WOOF"	"dog"	0.578856026413908
"2489"	"5"	"dog"	"WOOF"	"dog"	0.484236794984197
"521"	"5"	"dog"	"WOOF"	"cat"	0.47666786015602
"485"	"5"	"cat"	"MEOW"	"dog"	0.579247711790181
"89"	"5"	"dog"	"WOOF"	"dog"	0.608027830466014
"1481"	"5"	"dog"	"WOOF"	"cat"	0.570878226657532
"4061"	"5"	"cat"	"WOOF"	"cat"	0.423303324708249
"173"	"5"	"cat"	"WOOF"	"cat"	0.469236446985304
"3293"	"5"	"cat"	"WOOF"	"cat"	1.07685773927574
"497"	"5"	"dog"	"MEOW"	"dog"	0.573573190562863
"3773"	"5"	"cat"	"WOOF"	"dog"	0.955445470638935
"101"	"5"	"cat"	"MEOW"	"cat"	0.586029178799438
"1985"	"5"	"dog"	"MEOW"	"dog"	0.777059371289153
"5369"	"5"	"dog"	"WOOF"	"cat"	0.762581515098183
"1301"	"5"	"cat"	"MEOW"	"dog"	0.448737885363902
"1313"	"5"	"dog"	"MEOW"	"cat"	0.506656663468491
"4685"	"5"	"cat"	"WOOF"	"dog"	0.565026467674443
"5153"	"5"	"dog"	"MEOW"	"dog"	0.394448972198437
"2009"	"5"	"dog"	"WOOF"	"dog"	0.525948586850943
"4841"	"5"	"dog"	"WOOF"	"dog"	1.33388807092867
"4961"	"5"	"dog"	"MEOW"	"dog"	0.385119236587213
"1217"	"5"	"dog"	"MEOW"	"dog"	0.418239524998288
"5501"	"5"	"cat"	"WOOF"	"dog"	0.482316977752115
"4781"	"5"	"cat"	"WOOF"	"cat"	0.455569642091681
"4493"	"5"	"cat"	"WOOF"	"cat"	0.574349797884583
"1409"	"5"	"dog"	"MEOW"	"dog"	0.506208926185778
"2765"	"5"	"cat"	"WOOF"	"cat"	0.524822485525755
"3401"	"5"	"dog"	"WOOF"	"cat"	0.795047060356379
"3653"	"5"	"cat"	"MEOW"	"cat"	0.521254979890054
"3449"	"5"	"dog"	"WOOF"	"dog"	0.472321226871552
"4445"	"5"	"cat"	"WOOF"	"cat"	0.547244719597682
"2369"	"5"	"dog"	"MEOW"	"dog"	0.401834812967253
"1829"	"5"	"cat"	"MEOW"	"cat"	0.55946511645403
"1757"	"5"	"cat"	"WOOF"	"cat"	0.494155384975738
"1349"	"5"	"cat"	"MEOW"	"cat"	0.650715665033166
"1181"	"5"	"cat"	"WOOF"	"cat"	0.419651218237226
"3713"	"5"	"dog"	"MEOW"	"dog"	0.662312151745138
"2213"	"5"	"cat"	"MEOW"	"dog"	0.427238021552579
"1673"	"5"	"dog"	"WOOF"	"cat"	0.604927402158724
"53"	"5"	"cat"	"MEOW"	"cat"	0.745972938692512
"4529"	"5"	"dog"	"MEOW"	"dog"	0.39868222729296
"905"	"5"	"dog"	"WOOF"	"cat"	0.403050918201064
"1745"	"5"	"dog"	"MEOW"	"dog"	0.748300323413871
"809"	"5"	"dog"	"WOOF"	"cat"	0.584269879948391
"5081"	"5"	"dog"	"WOOF"	"dog"	0.712966692856434
"1565"	"5"	"cat"	"WOOF"	"cat"	0.513159397733254
"3221"	"5"	"cat"	"MEOW"	"cat"	0.678314474849633
"2033"	"5"	"dog"	"MEOW"	"cat"	0.642858063251557
"4301"	"5"	"cat"	"WOOF"	"cat"	0.449488546657575
"2477"	"5"	"cat"	"WOOF"	"cat"	0.491615012197071
"29"	"5"	"cat"	"WOOF"	"dog"	0.533467497370332
"4217"	"5"	"dog"	"WOOF"	"dog"	0.457932967869645
"4973"	"5"	"cat"	"WOOF"	"dog"	0.775405520220028
"653"	"5"	"cat"	"WOOF"	"dog"	0.506556349029038
"5237"	"5"	"cat"	"MEOW"	"cat"	0.642871534340648
"3761"	"5"	"dog"	"MEOW"	"dog"	0.614278944170151
"2873"	"5"	"dog"	"WOOF"	"dog"	0.629119489767453
"3053"	"5"	"cat"	"WOOF"	"dog"	0.677479164548359
"377"	"5"	"dog"	"WOOF"	"cat"	0.618690424455581
"1589"	"5"	"cat"	"MEOW"	"dog"	0.580388631782408
"2165"	"5"	"cat"	"MEOW"	"cat"	0.505449060723196
"3209"	"5"	"dog"	"WOOF"	"dog"	0.482360957175205
"2609"	"5"	"dog"	"MEOW"	"dog"	0.55445067323345
"2129"	"5"	"dog"	"MEOW"	"dog"	0.597693810723232
"3545"	"5"	"dog"	"WOOF"	"dog"	0.477368891426219
"4013"	"5"	"cat"	"WOOF"	"cat"	0.560738979119134
"1133"	"5"	"cat"	"WOOF"	"dog"	0.53222235613886
"4889"	"5"	"dog"	"WOOF"	"dog"	0.899415313067675
"5021"	"5"	"cat"	"WOOF"	"cat"	0.537076382010001
"1997"	"5"	"cat"	"WOOF"	"dog"	0.456486064769493
"4697"	"5"	"dog"	"WOOF"	"cat"	0.618955131596668
"581"	"5"	"cat"	"MEOW"	"cat"	0.514947389199479
"1889"	"5"	"dog"	"MEOW"	"dog"	0.509886851493501
"2681"	"5"	"dog"	"WOOF"	"dog"	0.406533826763021
"4073"	"5"	"dog"	"WOOF"	"cat"	0.4097647434185
"3509"	"5"	"cat"	"MEOW"	"dog"	0.588475179846294
"4553"	"5"	"dog"	"WOOF"	"dog"	0.50219745831378
"4193"	"5"	"dog"	"MEOW"	"dog"	0.506815070140691
"209"	"5"	"dog"	"MEOW"	"dog"	0.393834550781278
"785"	"5"	"dog"	"MEOW"	"dog"	0.379286185535478
"629"	"5"	"cat"	"MEOW"	"cat"	0.457228347282237
"3389"	"5"	"cat"	"WOOF"	"cat"	0.69941158559849
"197"	"5"	"cat"	"MEOW"	"cat"	0.568604460213014
"4577"	"5"	"dog"	"MEOW"	"dog"	0.442645536141282
"989"	"5"	"cat"	"WOOF"	"cat"	0.596990072930927
"4997"	"5"	"cat"	"MEOW"	"dog"	0.414477218187646
"1073"	"5"	"dog"	"MEOW"	"dog"	0.43733988371865
"4505"	"5"	"dog"	"WOOF"	"cat"	0.798977262426752
"2153"	"5"	"dog"	"WOOF"	"cat"	0.942990634075868
"2261"	"5"	"cat"	"MEOW"	"dog"	0.460317362557708
"2525"	"5"	"cat"	"WOOF"	"cat"	0.81931380968164
"1337"	"5"	"dog"	"WOOF"	"cat"	0.618510460014656
"5213"	"5"	"cat"	"WOOF"	"cat"	1.0146006820544
"2334"	"6"	"cat"	"WOOF"	"cat"	0.358864012896087
"1590"	"6"	"cat"	"MEOW"	"cat"	0.398571243682207
"1098"	"6"	"dog"	"WOOF"	"dog"	0.27311150299386
"834"	"6"	"dog"	"MEOW"	"cat"	0.649405612347807
"1806"	"6"	"cat"	"WOOF"	"cat"	0.282455872997175
"822"	"6"	"cat"	"MEOW"	"dog"	0.434939470198969
"2202"	"6"	"dog"	"WOOF"	"dog"	0.701278063210747
"3174"	"6"	"cat"	"MEOW"	"cat"	0.397669400692066
"462"	"6"	"cat"	"WOOF"	"cat"	0.252854322378112
"3498"	"6"	"dog"	"WOOF"	"cat"	0.300500690954387
"2766"	"6"	"cat"	"WOOF"	"cat"	0.825764534922972
"2598"	"6"	"cat"	"MEOW"	"dog"	0.625831636348855
"3810"	"6"	"dog"	"MEOW"	"dog"	0.310451726786748
"4506"	"6"	"dog"	"WOOF"	"dog"	0.29082958082369
"5274"	"6"	"dog"	"WOOF"	"dog"	0.455051447808062
"5226"	"6"	"dog"	"WOOF"	"dog"	0.779213323075575
"3282"	"6"	"dog"	"MEOW"	"dog"	0.468751685998499
"498"	"6"	"dog"	"MEOW"	"cat"	0.228968950929521
"3126"	"6"	"cat"	"MEOW"	"cat"	0.263693180392519
"3486"	"6"	"cat"	"WOOF"	"cat"	0.417330296814023
"4446"	"6"	"cat"	"WOOF"	"cat"	0.474402068285857
"6"	"6"	"cat"	"MEOW"	"dog"	0.440384734236268
"3570"	"6"	"dog"	"MEOW"	"cat"	0.59357774472783
"3186"	"6"	"dog"	"MEOW"	"cat"	0.444099858141018
"1950"	"6"	"cat"	"WOOF"	"cat"	0.400241966319353
"738"	"6"	"dog"	"MEOW"	"cat"	0.268888814551781
"1746"	"6"	"dog"	"MEOW"	"dog"	0.332062555024838
"1902"	"6"	"cat"	"WOOF"	"cat"	0.698398677838549
"4134"	"6"	"cat"	"MEOW"	"cat"	0.339044689789392
"2418"	"6"	"dog"	"MEOW"	"cat"	0.323247124764812
"1614"	"6"	"cat"	"WOOF"	"cat"	0.323064771970704
"4566"	"6"	"cat"	"MEOW"	"cat"	0.264842946169574
"666"	"6"	"dog"	"WOOF"	"dog"	0.367976885892613
"42"	"6"	"dog"	"WOOF"	"dog"	0.532969683840262
"582"	"6"	"cat"	"MEOW"	"cat"	1.05457365722697
"2490"	"6"	"dog"	"WOOF"	"cat"	0.369220766511402
"4986"	"6"	"dog"	"WOOF"	"cat"	0.305451439287192
"414"	"6"	"cat"	"WOOF"	"dog"	0.674148597841805
"5094"	"6"	"cat"	"MEOW"	"dog"	0.428973906767451
"1062"	"6"	"cat"	"MEOW"	"cat"	0.335238945509402
"3078"	"6"	"cat"	"MEOW"	"cat"	0.327004544685033
